			
13.324577459422471	-0.9251804934935492	13.324577459422471	13.324577459422471
24.503956911557566	-0.9083411012262843	24.503956911557566	24.503956911557566
18.683332441407742	-0.8915020771667059	18.683332441407742	18.683332441407742
27.862704049103172	-0.8746634213026017	27.862704049103172	27.862704049103172
19.04207173477164	-0.8578251336219811	19.04207173477164	19.04207173477164
38.2214354985407	-0.8409872141128538	38.2214354985407	38.2214354985407
55.40079534054064	-0.8241496627630074	55.40079534054064	55.40079534054064
47.580151260899015	-0.8073124795604514	47.580151260899015	47.580151260899015
65.759503259746		65.759503259746	65.759503259746
65.93885133720937	-0.7736392175485829	65.93885133720937	65.93885133720937
70.1181954934192	-0.7568031387150675	70.1181954934192	70.1181954934192
63.297535728503135	-0.7399674279804369	63.297535728503135	63.297535728503135
73.47687204258659	-0.7231320853329226	73.47687204258659	73.47687204258659
87.65620443580201	-0.7062971107600902	87.65620443580201	87.65620443580201
85.83553290827479	-0.6894625042501712	85.83553290827479	85.83553290827479
80.01485746013736	-0.6726282657907312	80.01485746013736	80.01485746013736
98.19417809151741	-0.6557943953697798	98.19417809151741	98.19417809151741
94.37349480254034	-0.6389608929755486	94.37349480254034	94.37349480254034
115.55280759333857	-0.6221277585956031	115.55280759333857	115.55280759333857
120.7321164640399	-0.6052949922179529	120.7321164640399	120.7321164640399
131.91142141476962	-0.5884625938308297	131.91142141476962	131.91142141476962
121.09072244566028	-0.5716305634217989	121.09072244566028	121.09072244566028
143.27001955683716	-0.5547989009790921	143.27001955683716	143.27001955683716
140.4493127484327	-0.537967606490275	140.4493127484327	140.4493127484327
286.62860202056993	-0.5211366799438011	286.62860202056993	286.62860202056993
215.80788737338366	-0.5043061213270139	215.80788737338366	215.80788737338366
149.9871688069993	-0.4874759306281451	149.9871688069993	149.9871688069993
158.16644632154453	-0.4706461078352042	158.16644632154453	158.16644632154453
176.3457199171471	-0.4538166529362009	176.3457199171471	176.3457199171471
184.5249895939371	-0.4369875659189226	184.5249895939371	184.5249895939371
204.70425535204458	-0.420158846771157	204.70425535204458	204.70425535204458
230.88351719159732	-0.4033304954809136	230.88351719159732	230.88351719159732
221.0627751127206	-0.38650251203642405	221.0627751127206	221.0627751127206
235.24202911554698	-0.36967489642525386	235.24202911554698	235.24202911554698
257.42127920020414	-0.3528476486354126	257.42127920020414	257.42127920020414
279.60052536681746	-0.336020768655132	279.60052536681746	279.60052536681746
296.779767615517	-0.31919425647219946	296.779767615517	296.779767615517
314.95900594643285	-0.3023681120744026	314.95900594643285	314.95900594643285
314.13824035969276	-0.28554233544975105	314.13824035969276	314.13824035969276
351.3174708554244	-0.26871692658625435	351.3174708554244	351.3174708554244
345.49669743375557	-0.2518918854719221	345.49669743375557	345.49669743375557
375.6759200948187	-0.2350672120943198	375.6759200948187	375.6759200948187
425.8551388387392	-0.2182429064416791	425.8551388387392	425.8551388387392
434.03435366564236	-0.20141896850223162	434.03435366564236	434.03435366564236
467.2135645756606	-0.18459539826354288	467.2135645756606	467.2135645756606
501.3927715689217	-0.16777219571362245	501.3927715689217	501.3927715689217
546.5719746455535	-0.15094936084047994	546.5719746455535	546.5719746455535
576.7511738056859	-0.1341268936319029	576.7511738056859	576.7511738056859
585.9303690494467	-0.11730479407590089	585.9303690494467	585.9303690494467
672.1095603769636	-0.10048306216048353	672.1095603769636	672.1095603769636
696.2887477883645	-0.0836616978736604	696.2887477883645	696.2887477883645
733.4679312837769	-0.0668407012034411	733.4679312837769	733.4679312837769
811.647110863331	-0.05002007213761317	811.647110863331	811.647110863331
